,passage_id,question,passage
53,1997_933_14,Co określa statut funduszu inwestycyjnego?,"Art. 14. 1. Statut funduszu inwestycyjnego sporządza się w formie aktu notarialnego. 2. Statut określa: 1) nazwę i rodzaj funduszu, 2) firmę, siedzibę i adres towarzystwa, 3) organy funduszu i sposób jego reprezentacji, 4) firmę (nazwę), siedzibę i adres depozytariusza, 5) czas trwania funduszu, jeżeli jest ograniczony, 6) łączną wysokość wpłat do funduszu, ustaloną zgodnie z art. 12 ust. 2, 7) termin i warunki dokonywania zapisów na jednostki uczestnictwa lub certyfikaty inwestycyjne, 8) w przypadku funduszu inwestycyjnego zamkniętego lub mieszanego - liczbę certyfikatów inwestycyjnych, na które przeprowadzane będą zapisy, oraz zasady przydziału certyfikatów inwestycyjnych, 9) cel inwestycyjny funduszu, 10) zasady polityki inwestycyjnej funduszu, 11) zasady wypłacania dochodów funduszu uczestnikom funduszu, w przypadku gdy statut przewiduje wypłacanie tych dochodów bez odkupywania jednostek uczestnictwa albo wykupywania certyfikatów inwestycyjnych, 12) rodzaje, wysokość i sposób kalkulacji kosztów obciążających fundusz, w tym wynagrodzenie towarzystwa oraz terminy pokrywania poszczególnych rodzajów kosztów, 13) częstotliwość i sposób dokonywania wyceny aktywów funduszu, ustalania wartości aktywów netto funduszu oraz wartości aktywów netto przypadających na jednostkę uczestnictwa albo certyfikat inwestycyjny, 14) sposób i szczegółowe warunki: a) zbywania jednostek uczestnictwa albo certyfikatów inwestycyjnych, b) odkupywania jednostek uczestnictwa albo wykupywania certyfikatów inwestycyjnych, 15) prawa uczestników funduszu, 16) szczegółowy sposób udostępniania informacji o funduszu inwestycyjnym do publicznej wiadomości, 17) sposób ogłaszania zmian statutu, 18) przyczyny likwidacji funduszu inwestycyjnego."
54,1997_933_51,Co określa statut funduszu inwestycyjnego?,"Art. 51. 1. Obowiązki w zakresie przechowywania aktywów funduszu inwestycyjnego obejmują: 1) prowadzenie rejestru aktywów funduszu inwestycyjnego zapisywanych na właściwych rachunkach oraz przechowywanych przez depozytariusza i inne podmioty na mocy odrębnych przepisów lub na podstawie umów zawartych na polecenie funduszu, 2) zapewnienie, aby odkupywanie jednostek uczestnictwa lub wykupywanie certyfikatów inwestycyjnych odbywało się zgodnie z przepisami prawa i statutem funduszu inwestycyjnego, 3) zapewnienie, aby rozliczanie umów dotyczących aktywów funduszu inwestycyjnego oraz rozliczanie umów z uczestnikami funduszu następowało bez nie uzasadnionego opóźnienia, 4) zapewnienie, aby wartość netto aktywów funduszu inwestycyjnego i wartość jednostki uczestnictwa była obliczana zgodnie z przepisami prawa i statutem funduszu inwestycyjnego, 5) zapewnienie, aby dochody funduszu inwestycyjnego były wykorzystywane w sposób zgodny z przepisami prawa i ze statutem funduszu, 6) wykonywanie poleceń funduszu inwestycyjnego, chyba że są sprzeczne z prawem lub statutem funduszu inwestycyjnego. 2. Depozytariusz może zawierać umowy, o których mowa w ust. 1 pkt 1, również z bankami lub instytucjami finansowymi, które mają siedzibę poza obszarem Rzeczypospolitej Polskiej. 3. Depozytariusz zapewnia zgodne z prawem i statutem wykonywanie obowiązków funduszu, o których mowa w ust. 1 pkt 2-5, co najmniej przez stałą kontrolę czynności faktycznych i prawnych dokonywanych przez fundusz oraz doprowadzanie do zgodności tych czynności z prawem i statutem funduszu. 4. Depozytariusz jest również obowiązany do występowania, w imieniu uczestników, z powództwem przeciwko towarzystwu z tytułu szkody spowodowanej niewykonaniem lub nienależytym wykonaniem obowiązków w zakresie zarządzania funduszem i jego reprezentacji."
55,1997_933_19,Co określa statut funduszu inwestycyjnego?,"Art. 19. 1. Zmiana statutu funduszu inwestycyjnego wymaga zezwolenia Komisji. 2. Komisja wydaje zezwolenie w ciągu dwóch miesięcy od dnia złożenia wniosku. 3. Komisja odmawia zezwolenia, jeżeli zmiana jest sprzeczna z prawem lub interesem uczestników funduszu. 4. O zmianie statutu funduszu towarzystwo ogłosi w sposób określony w statucie. 5. Zmiana statutu funduszu wchodzi w życie w terminie trzech miesięcy od dnia dokonania ogłoszenia o zmianie statutu lub od dnia ostatniego ogłoszenia, jeżeli statut przewiduje więcej niż jedno ogłoszenie. 6. Komisja może zezwolić na skrócenie terminu określonego w ust. 5, jeżeli nie naruszy to interesu uczestników funduszu albo jeżeli skrócenia terminu wymaga interes uczestników funduszu. 7. Fundusz inwestycyjny zawiadamia Komisję o dokonaniu ogłoszeń i terminach ich dokonania oraz składa wniosek do sądu rejestrowego o wpisanie do rejestru zmiany statutu, dołączając do wniosku jego jednolity tekst wraz z informacją o dokonaniu ogłoszeń i o terminach ich dokonania. Sąd rejestrowy wpisuje do rejestru informację o zmianie statutu wraz z datą wejścia w życie zmiany."
56,2000_443_10,"Kto udziela pełnomocnictwa w przypadku, gdy jest ono wymagane do podpisania umowy międzynarodowej?","Art. 10. W przypadku gdy jest wymagane pełnomocnictwo do podpisania umowy międzynarodowej, pełnomocnictwa udziela Prezes Rady Ministrów na wniosek ministra właściwego do spraw zagranicznych."
57,2000_443_10,"Kto udziela pełnomocnictwa w przypadku, gdy jest ono wymagane do podpisania umowy międzynarodowej?","Art. 10. W przypadku gdy jest wymagane pełnomocnictwo do podpisania umowy międzynarodowej, pełnomocnictwa udziela Prezes Rady Ministrów na wniosek ministra właściwego do spraw zagranicznych."
58,2000_443_9,"Kto udziela pełnomocnictwa w przypadku, gdy jest ono wymagane do podpisania umowy międzynarodowej?","Art. 9. W przypadku gdy jest wymagane pełnomocnictwo do prowadzenia negocjacji oraz przyjęcia tekstu umowy międzynarodowej, pełnomocnictwa udziela minister właściwy do spraw zagranicznych na wniosek organu właściwego do prowadzenia negocjacji."
59,1997_555_88,"Kto udziela pełnomocnictwa w przypadku, gdy jest ono wymagane do podpisania umowy międzynarodowej?","Art. 88. § 1. Do pełnomocnika stosuje się odpowiednio art. 77, 78, 82-84 i 86 § 2. § 2. Pełnomocnikiem instytucji państwowej, samorządowej lub społecznej może być także radca prawny albo inny pracownik tej instytucji lub jej organu nadrzędnego. § 3. W zakresie roszczeń majątkowych pełnomocnikiem osoby prawnej innej niż przewidziana w § 2, jednostki organizacyjnej nie mającej osobowości prawnej, a także osoby fizycznej prowadzącej działalność gospodarczą może być również jej radca prawny."
60,1997_715_7,"Do czego jest zobowiązany żołnierz, który jest odpowiedzialny za szkodę wyrządzoną nieumyślnie?","Art. 7. Żołnierz odpowiedzialny za szkodę wyrządzoną nieumyślnie jest obowiązany do zapłaty odszkodowania w wysokości rzeczywistej straty, jednak odszkodowanie nie może przewyższać kwoty trzymiesięcznego uposażenia przysługującego żołnierzowi."
61,1997_944_18,"Do czego jest zobowiązany żołnierz, który jest odpowiedzialny za szkodę wyrządzoną nieumyślnie?","Art. 18. 1. Żołnierz ponosi odpowiedzialność dyscyplinarną również za: 1) czyny, za które, w myśl odrębnych przepisów, właściwe organy są uprawnione do nakładania kar porządkowych lub wymierzania kar pieniężnych albo orzekania w sprawach o naruszenie dyscypliny budżetowej, 2) czyny o znamionach przestępstwa ściganego na wniosek dowódcy jednostki wojskowej, jeżeli uprawniony dowódca odstąpił od złożenia wniosku, 3) czyny o znamionach przestępstwa lub wykroczenia, jeżeli sąd, prokurator albo inny organ uprawniony do orzekania w tych sprawach wystąpił do dowódcy jednostki wojskowej z wnioskiem o ukaranie dyscyplinarne w związku z odmową wszczęcia postępowania karnego albo postępowania w sprawie o wykroczenie, umorzeniem albo warunkowym umorzeniem takiego postępowania, odstąpieniem od wymierzenia kary, jak również odstąpieniem od zastosowania środków wychowawczych lub poprawczych. 2. Ilekroć w dalszych przepisach jest mowa ogólnie o przewinieniu dyscyplinarnym, to przepisy te stosuje się również do czynów, o których mowa w ust. 1."
62,2001_1353_18,"Do czego jest zobowiązany żołnierz, który jest odpowiedzialny za szkodę wyrządzoną nieumyślnie?","Art. 18. Żołnierze Żandarmerii Wojskowej mają prawo zatrzymać żołnierza: 1) który stwarza w sposób oczywisty bezpośrednie zagrożenie dla życia lub zdrowia ludzkiego albo dla mienia, 2) co do którego istnieje uzasadnione przypuszczenie, że popełnił on wykroczenie, a zachodzi obawa co do jego ucieczki lub ukrycia się albo zatarcia śladów, bądź też nie można ustalić jego tożsamości, 3) który został ujęty na gorącym uczynku popełnienia wykroczenia albo w pościgu podjętym bezpośrednio po popełnieniu tego czynu, 4) który rażąco narusza dyscyplinę wojskową lub porządek publiczny, jeżeli zachodzi obawa co do jego ucieczki lub ukrycia się albo zatarcia śladów czynu, bądź nie można ustalić jego tożsamości albo gdy zatrzymanie jest niezbędne do niezwłocznego przywrócenia dyscypliny wojskowej lub porządku publicznego, 5) który, będąc pozbawiony wolności, samowolnie opuścił izbę zatrzymań, areszt śledczy, zakład karny lub wojskowy areszt dyscyplinarny albo opuścił je na podstawie zezwolenia właściwego organu i w wyznaczonym terminie nie powrócił do nich, 6) który, pełniąc niezawodową służbę wojskową, samowolnie przebywa poza jednostką wojskową lub wyznaczonym miejscem przebywania, 7) który, w mundurze wojskowym - znajduje się w miejscu publicznym pod wpływem środka odurzającego lub substancji psychotropowej albo środka zastępczego, 8) który nosi mundur wojskowy albo posiada uzbrojenie lub wyekwipowanie wojskowe, niezgodne z obowiązującymi przepisami."
63,2003_2276_17,"Do czego jest zobowiązany żołnierz, który jest odpowiedzialny za szkodę wyrządzoną nieumyślnie?","Art. 17. 1. Żołnierz ponosi odpowiedzialność dyscyplinarną za popełnienie przewinienia dyscyplinarnego, posiadającego jednocześnie znamiona innego czynu zabronionego, jeżeli to naruszenie prawa miało związek ze służbą wojskową, niezależnie od odpowiedzialności ponoszonej na podstawie innych przepisów. 2. Żołnierz ponosi odpowiedzialność dyscyplinarną również za: 1) czyny, za które właściwe organy są uprawnione do nakładania kar porządkowych lub wymierzania kar pieniężnych, jeżeli właściwy organ wystąpił z wnioskiem o ukaranie dyscyplinarne do dowódcy jednostki wojskowej lub kierownika instytucji cywilnej; 2) czyny o znamionach przestępstwa ściganego na wniosek dowódcy jednostki wojskowej albo wykroczenia ściganego na żądanie dowódcy jednostki wojskowej lub kierownika instytucji cywilnej, jeżeli uprawniony dowódca lub kierownik instytucji cywilnej odstąpił od złożenia wniosku albo żądania; 3) czyny o znamionach przestępstwa lub wykroczenia albo przestępstwa skarbowego lub wykroczenia skarbowego, jeżeli sąd lub prokurator albo inny organ uprawniony do orzekania w tych sprawach wystąpił do dowódcy jednostki wojskowej lub kierownika instytucji cywilnej z wnioskiem o ukaranie dyscyplinarne. 3. Ilekroć w dalszych przepisach jest mowa o przewinieniu dyscyplinarnym, przepisy te stosuje się również do czynów, o których mowa w ust. 1 i 2. 4. Żołnierz za popełnienie czynu będącego naruszeniem wyłącznie zasad etyki oraz godności i honoru żołnierza nie ponosi odpowiedzialności dyscyplinarnej."
64,2001_43_59,"Jakiej karze podlega osoba, która wykracza przeciwko obowiązkowi wpisu statku do rejestru?","Art. 59. Kto wykracza przeciw obowiązkowi: 1) wpisu statku do rejestru, 2) dokonania pomiaru statku, podlega karze grzywny."
65,2001_1545_22,"Jakiej karze podlega osoba, która wykracza przeciwko obowiązkowi wpisu statku do rejestru?","Art. 22. Ilekroć w przepisach niniejszego działu mówi się o stałym rejestrze statku, rozumie się przez to rejestr prowadzony w państwie, do którego przynależność została zawieszona, w którym wpisany jest właściciel statku oraz prawa zastawu i ograniczenia w rozporządzaniu statkiem. Dział II Rejestr okrętowy"
66,2001_43_19,"Jakiej karze podlega osoba, która wykracza przeciwko obowiązkowi wpisu statku do rejestru?","Art. 19. 1. Rejestr prowadzi dyrektor urzędu żeglugi śródlądowej właściwy dla portu macierzystego statku. 2. Wpis do rejestru następuje na podstawie pisemnego wniosku. Do złożenia wniosku o wpis statku do rejestru jest obowiązany armator, niezwłocznie po wybudowaniu lub nabyciu statku w kraju albo po przybyciu statku do kraju, w razie nabycia go za granicą."
67,2001_1545_29,"Jakiej karze podlega osoba, która wykracza przeciwko obowiązkowi wpisu statku do rejestru?","Art. 29. § 1. W rejestrze stałym wpisuje się: 1) kolejny numer rejestrowy statku i datę dokonania wpisu, 2) nazwę lub oznaczenie identyfikacyjne i numer identyfikacyjny nadany przez międzynarodową organizację morską, międzynarodowy sygnał wywoławczy oraz rodzaj i przeznaczenie statku, 3) poprzednią nazwę lub oznaczenie identyfikacyjne oraz dane dotyczące poprzedniego rejestru i datę wykreślenia z tego rejestru, 4) nazwę portu macierzystego statku, 5) rok, miejsce budowy i nazwę stoczni, jeżeli dane te są znane, oraz określenie głównego materiału kadłuba statku i rodzaju napędu statku, 6) wymiary główne (rejestrowe) oraz pojemność statku, 7) oznaczenie i adres właściciela lub wszystkich współwłaścicieli statku z określeniem ich udziałów we współwłasności oraz podstawę nabycia własności statku, 8) oznaczenie i adres armatora statku, 9) hipotekę morską i ograniczenia w rozporządzaniu statkiem, 10) stwierdzenie przez izbę morską polskiej przynależności statku, 11) stwierdzenie przez izbę morską zawieszenia polskiej przynależności statku, 12) podstawę i datę wykreślenia statku z rejestru. § 2. W rejestrze tymczasowym, oprócz danych wymienionych w § 1 pkt 1-8, 10 i 12, wpisuje się: 1) poprzednią przynależność statku i datę jej zawieszenia, 2) okres, na jaki statek uzyskał polską przynależność, 3) oznaczenie i adres przedstawiciela armatora w Rzeczypospolitej Polskiej, jeżeli taki został ustanowiony. § 3. W rejestrze statków w budowie wpisuje się: 1) kolejny numer rejestrowy statku w budowie i datę dokonania wpisu, 2) oznaczenie identyfikacyjne statku w budowie, 3) nazwę stoczni budującej statek, 4) oznaczenie i adres właściciela statku w budowie, 5) oznaczenie umowy o budowę statku, 6) hipotekę morską. § 4. Każda zmiana danych w rejestrze okrętowym podlega wpisowi."
68,2002_1689_74,"Jaki warunek musi być spełniony, aby zabezpieczenie akcyzowe mogło zostać zwrócone?","Art. 74. 1. Zabezpieczenie akcyzowe nie może zostać zwrócone, dopóki zobowiązanie podatkowe nie wygaśnie lub nie będzie mogło już powstać. 2. Do celów związanych z rozliczaniem zabezpieczenia akcyzowego właściwy naczelnik urzędu celnego stwierdza, że zobowiązanie podatkowe wygasło lub nie będzie mogło już powstać, również na podstawie administracyjnego dokumentu towarzyszącego w formie elektronicznej z potwierdzeniem odbioru wyrobów akcyzowych przemieszczanych na terytorium kraju, przesłanego w ramach systemu teleinformatycznego, o którym mowa w art. 46 ust. 1, w szczególności jeżeli przesłany w tej formie administracyjny dokument towarzyszący nie budzi wątpliwości. 3. Jeżeli zobowiązanie podatkowe wygaśnie częściowo lub nie będzie mogło już powstać do części zabezpieczonej kwoty, złożone zabezpieczenie zostaje niezwłocznie częściowo zwrócone podmiotowi, który je złożył, na jego wniosek. 4. Jeżeli zobowiązanie podatkowe wygaśnie lub nie może już powstać, zabezpieczenie akcyzowe zostaje zwrócone na wniosek podmiotu, który je złożył, w terminie 7 dni. 5. Minister właściwy do spraw finansów publicznych określi, w drodze rozporządzenia, szczegółowe warunki i tryb zwrotu zabezpieczenia akcyzowego, uwzględniając konieczność zabezpieczenia wykonania zobowiązań podatkowych w akcyzie."
69,2002_1689_125,"Jaki warunek musi być spełniony, aby zabezpieczenie akcyzowe mogło zostać zwrócone?","Art. 125. 1. Podatkowe znaki akcyzy otrzymuje zarejestrowany, zgodnie z art. 16, podmiot będący: 1) podmiotem prowadzącym skład podatkowy, z zastrzeżeniem pkt 6; 2) importerem; 3) podmiotem dokonującym nabycia wewnątrzwspólnotowego; 4) przedstawicielem podatkowym; 5) podmiotem dokonującym produkcji, o której mowa w art. 47 ust. 1 pkt 1, 2, 4 lub 5; 6) właścicielem wyrobów akcyzowych, o którym mowa w art. 13 ust. 3. 2. Legalizacyjne znaki akcyzy są sprzedawane: 1) posiadaczowi występujących poza procedurą zawieszenia poboru akcyzy wyrobów akcyzowych nieoznaczonych, oznaczonych nieprawidłowo lub nieodpowiednimi znakami akcyzy, w szczególności znakami uszkodzonymi; 2) nabywcy wyrobów określonych w pkt 1, zbywanych przez właściwy organ administracji publicznej. 3. Podmiot obowiązany do oznaczania wyrobów akcyzowych znakami akcyzy składa wstępne zapotrzebowanie na znaki akcyzy na rok kalendarzowy w urzędzie obsługującym ministra właściwego do spraw finansów publicznych. 4. W przypadku wystąpienia w ciągu roku kalendarzowego okoliczności uzasadniających złożenie, zmianę lub cofnięcie wstępnego zapotrzebowania na znaki akcyzy, podmiot, którego to dotyczy, jest obowiązany, z chwilą powstania tych okoliczności, do niezwłocznego złożenia w urzędzie obsługującym ministra właściwego do spraw finansów publicznych takiego zapotrzebowania, jego zmiany lub cofnięcia. 5. Niezłożenie wstępnego zapotrzebowania lub zmiany wstępnego zapotrzebowania powoduje, że wynikające z tego skutki braku znaków akcyzy obciążają podmiot obowiązany do oznaczania wyrobów akcyzowych znakami akcyzy, który nie dopełnił obowiązku w tym zakresie. 6. Minister właściwy do spraw finansów publicznych określi, w drodze rozporządzenia, termin składania oraz wzór wstępnego zapotrzebowania na znaki akcyzy, uwzględniając konieczność zapewnienia podmiotom obowiązanym do oznaczania wyrobów akcyzowych znakami akcyzy odpowiedniej liczby i odpowiednich rodzajów tych znaków."
70,2002_1689_34,"Jaki warunek musi być spełniony, aby zabezpieczenie akcyzowe mogło zostać zwrócone?","Art. 34. 1. Zwalnia się od akcyzy nabycie wewnątrzwspólnotowe wyrobów akcyzowych z akcyzą zapłaconą na terytorium państwa członkowskiego dokonywane przez osobę fizyczną, gdy wyroby te są przemieszczane przez tę osobę osobiście na jej własny użytek i jeżeli wyroby te nie są przeznaczone na cele handlowe. 2. W celu ustalenia przeznaczenia handlowego nabywanych wewnątrzwspólnotowo wyrobów akcyzowych, o których mowa w ust. 1, organy podatkowe biorą pod uwagę: 1) ilość wyrobów akcyzowych; 2) status handlowy osoby fizycznej nabywającej wewnątrzwspólnotowo wyroby akcyzowe; 3) miejsce, gdzie wyroby akcyzowe są umieszczone, lub, w razie wątpliwości, sposób transportu; 4) każdy dokument odnoszący się do wyrobów akcyzowych; 5) rodzaj wyrobów akcyzowych. 3. Na przeznaczenie handlowe wskazuje w szczególności nabycie wewnątrzwspólnotowe wyrobów akcyzowych w ilościach przekraczających: 1) wyroby tytoniowe: a) papierosy – 800 sztuk, b) cygaretki (cygara o masie nieprzekraczającej 3 gramów/sztukę) – 400 sztuk, c) cygara – 200 sztuk, d) tytoń do palenia – 1 kilogram; 2) napoje alkoholowe: a) alkohol etylowy – 10 litrów, b) wino i napoje fermentowane – 90 litrów, w tym wino musujące – 60 litrów, c) piwo – 110 litrów, d) produkty pośrednie – 20 litrów. 4. Nabycie wewnątrzwspólnotowe przez osobę fizyczną, w każdej ilości, wyrobów energetycznych z akcyzą zapłaconą na terytorium państwa członkowskiego wskazuje na przeznaczenie handlowe tych wyrobów, jeżeli wyroby te są transportowane nietypowymi rodzajami transportu. 5. Za nietypowy rodzaj transportu uważa się: 1) transport paliw silnikowych, w inny sposób niż w zbiornikach paliwowych pojazdów samochodowych, montowanych na stałe przez producenta we wszystkich pojazdach samochodowych, które pozwalają na bezpośrednie wykorzystanie paliwa do napędu pojazdu samochodowego, lub przystosowanych do pojazdów samochodowych, pozwalających na bezpośrednie wykorzystanie gazu jako paliwa, lub w odpowiednich pojemnikach zapasowych (kanistrach) zawierających paliwa silnikowe, przeznaczone do zużycia w tych pojazdach, w ilości nieprzekraczającej 10 litrów; 2) transport paliw opałowych, w inny sposób niż za pomocą cystern używanych przez podmioty w ramach prowadzonej działalności gospodarczej."
71,2002_1689_53,"Jaki warunek musi być spełniony, aby zabezpieczenie akcyzowe mogło zostać zwrócone?","Art. 53. 1. Przed dniem dokonania wysyłki podmiot prowadzący skład podatkowy jest obowiązany powiadomić naczelnika urzędu celnego o zamiarze wyprowadzenia ze składu podatkowego wyrobów akcyzowych w procedurze zawieszenia poboru akcyzy. 2. Powiadomienie, o którym mowa w ust. 1, powinno określać odbiorcę, rodzaj i ilość wyrobów akcyzowych wyprowadzanych ze składu podatkowego. 3. W przypadku wyprowadzenia wyrobów akcyzowych ze składu podatkowego z zastosowaniem procedury zawieszenia poboru akcyzy, podmiot prowadzący skład podatkowy jest obowiązany wystawić administracyjny dokument towarzyszący. 4. W przypadku importu wyrobów akcyzowych, które po dopuszczeniu ich do obrotu są bezpośrednio przemieszczane do składu podatkowego w procedurze zawieszenia poboru akcyzy, podmiot prowadzący ten skład podatkowy jest obowiązany wystawić administracyjny dokument towarzyszący i przedstawić go właściwemu naczelnikowi urzędu celnego wraz ze zgłoszeniem do procedury dopuszczenia do obrotu tych wyrobów akcyzowych. 5. Podmiot prowadzący skład podatkowy jest obowiązany prowadzić ewidencję ilościową lub ilościowo-wartościową wyrobów akcyzowych umożliwiającą w szczególności: 1) ustalenie ilości wyrobów akcyzowych objętych procedurą zawieszenia poboru akcyzy oraz wyłączonych z tej procedury; 2) wyodrębnienie kwoty akcyzy przypadającej do zapłaty oraz kwoty akcyzy, której pobór podlega zawieszeniu w związku z zastosowaniem procedury zawieszenia poboru akcyzy; 3) określenie ilości wyprodukowanych wyrobów akcyzowych w składzie podatkowym innym niż skład podatkowy, o którym mowa w art. 48 ust. 3 i 4. 6. Ewidencja, o której mowa w ust. 5, może być prowadzona w formie papierowej lub elektronicznej, po uprzednim pisemnym poinformowaniu właściwego naczelnika urzędu celnego o formie jej prowadzenia. 7. Ewidencja, o której mowa w ust. 5, powinna być przechowywana do celów kontroli przez okres 5 lat, licząc od końca roku kalendarzowego, w którym została sporządzona. 8. Podmiot prowadzący skład podatkowy jest obowiązany potwierdzić odbiór wyrobów akcyzowych na administracyjnym dokumencie towarzyszącym i przedstawić go właściwemu naczelnikowi urzędu celnego w celu opieczętowania urzędowymi pieczęciami."
72,1996_465_488,Kiedy przedawnia się roszczenie o naprawienie szkody?,"Art. 488. Roszczenie o naprawienie szkody przedawnia się z upływem trzech lat od dnia, w którym spółka dowiedziała się o szkodzie i o osobie obowiązanej do jej naprawienia. Jednakże w każdym przypadku roszczenie przedawnia się z upływem pięciu lat od dnia, w którym nastąpiło zdarzenie wyrządzające szkodę."
73,1997_557_195,Kiedy przedawnia się roszczenie o naprawienie szkody?,"Art. 195. Jeżeli wartość przedmiotów, których przepadek orzeczono, jest nieznaczna, sąd pozostawia je w aktach sprawy albo zarządza ich zniszczenie. Z czynności zniszczenia sporządza się protokół. Oddział 4 Naprawienie szkody, nawiązka i świadczenia pieniężne"
74,2001_1368_168c,Kiedy przedawnia się roszczenie o naprawienie szkody?,"Art. 168c. Dłużnik zajętej wierzytelności, który nie wykonał lub nienależycie wykonał ciążące na nim obowiązki związane z realizacją zajęcia egzekucyjnego lub zabezpieczającego wierzytelności lub prawa majątkowego, odpowiada za wyrządzone przez to wierzycielowi szkody na postawie przepisów Kodeksu cywilnego. Rozdział 2 Odpowiedzialność porządkowa"
75,1996_465_297,Kiedy przedawnia się roszczenie o naprawienie szkody?,"Art. 297. Roszczenie o naprawienie szkody przedawnia się z upływem trzech lat od dnia, w którym spółka dowiedziała się o szkodzie i o osobie obowiązanej do jej naprawienia. Jednakże w każdym przypadku roszczenie przedawnia się z upływem dziesięciu lat od dnia, w którym nastąpiło zdarzenie wyrządzające szkodę."
76,1998_602_33,Do ilu spisów może być wpisany wyborca?,"Art. 33. 1. Osoby, którym przysługuje prawo wybierania wpisuje się do spisu wyborców. 2. Wyborca może być wpisany tylko do jednego spisu."
77,1998_602_34,Do ilu spisów może być wpisany wyborca?,"Art. 34. 1. Spis wyborców służy dla wyborów do rad, do których wybory zostały zarządzone. 2. Spis sporządza się w urzędzie gminy, najpóźniej w 14 dniu przed dniem wyborów, na podstawie stałego rejestru wyborców w gminie, prowadzonego na zasadach określonych w przepisach ustawy - Ordynacja wyborcza do Sejmu. 3. Spis sporządza się w 2 egzemplarzach, oddzielnie dla każdego obwodu głosowania, według miejsca zamieszkania wyborców. 4. W spisie umieszcza się nazwisko i imiona, imię ojca, datę urodzenia oraz adres zamieszkania wyborcy."
78,1998_602_33,Do ilu spisów może być wpisany wyborca?,"Art. 33. 1. Osoby, którym przysługuje prawo wybierania wpisuje się do spisu wyborców. 2. Wyborca może być wpisany tylko do jednego spisu."
79,1995_5_5,Do ilu spisów może być wpisany wyborca?,"Art. 5. 1. W ramach spisu będą zebrane następujące informacje o osobach stale zamieszkałych i czasowo przebywających w spisywanych mieszkaniach i pomieszczeniach nie będących mieszkaniami: 1) nazwisko i imię, charakter przebywania w mieszkaniu lub pomieszczeniu nie będącym mieszkaniem, pokrewieństwo z głową gospodarstwa domowego, 2) płeć, data urodzenia, stan cywilny, miesiąc i rok zawarcia małżeństwa, liczba dzieci żywo urodzonych, 3) ograniczenie zdolności do wykonywania podstawowych czynności życiowych, spowodowane kalectwem lub przewlekłą chorobą, 4) wykształcenie lub uczęszczanie do szkoły, 5) wykonywanie pracy w ostatnim tygodniu poprzedzającym spis i w ciągu ostatnich 12 miesięcy; opis pracy pierwszej i drugiej: nazwa zakładu pracy i główny lub przeważający przedmiot prowadzonej działalności, miejsce położenia i forma własności zakładu pracy, status zatrudnienia i zajmowane stanowisko bądź rodzaj wykonywanych czynności, 6) wykonywanie pracy w gospodarstwie rolnym (na działce rolnej) w ciągu ostatniego roku (liczba miesięcy) oraz powierzchnia użytkowanego (ogólna i użytków rolnych) gospodarstwa rolnego lub działki rolnej, 7) rodzaj niezarobkowego źródła utrzymania, 8) główne źródło utrzymania (praca, niezarobkowe źródło utrzymania, pozostawanie na utrzymaniu), 9) poszukiwanie pracy, formy starania się o pracę, gotowość do jej podjęcia, od którego roku nie pracuje. 2. W ramach spisu będą zebrane następujące informacje o mieszkaniach i budynkach, w których te mieszkania występują, oraz o zamieszkanych pomieszczeniach nie będących mieszkaniami: 1) rodzaj zamieszkanej jednostki (mieszkanie, pomieszczenie prowizoryczne lub obiekt ruchomy, obiekt zbiorowego zamieszkania), 2) forma własności mieszkania, 3) liczba izb (pokoi i kuchni) w mieszkaniu, powierzchnia użytkowa mieszkania, w tym liczba izb i powierzchnia wykorzystywana wyłącznie do prowadzenia działalności gospodarczej, 4) wyposażenie mieszkania w urządzenia techniczne, 5) czyją własnością jest budynek; jego rodzaj i rok wybudowania, rodzaj materiału ścian zewnętrznych, wyposażenie budynku w instalację wodociągową i kanalizacyjną i jej rodzaj (sieciowa, lokalna), fakt przeprowadzenia remontu kapitalnego budynku, liczba mieszkań w budynku. 3. W ramach spisu będą zebrane następujące informacje o gospodarstwach domowych: 1) główne i dodatkowe źródło utrzymania, 2) charakter zajmowania mieszkania (właściciel, członek spółdzielni mieszkaniowej, główny najemca, podnajemca, w innym charakterze), 3) wysokość miesięcznych opłat za mieszkanie (czynszu, opłat za c.o. i ciepłą wodę i innych składników), 4) otrzymywanie dodatku mieszkaniowego i jego wysokość, 5) obciążenie spłatą kredytu mieszkaniowego zaciągniętego w instytucji finansowej, 6) w przypadku zamieszkiwania dwóch i więcej gospodarstw domowych w jednym mieszkaniu - udział drugiego i dalszego gospodarstwa w miesięcznych opłatach za mieszkanie. 4. Prezes Głównego Urzędu Statystycznego określi, w drodze zarządzenia, wzór formularza spisowego, zawierającego pytania w zakresie ustalonym w ust. 1-3. Zarządzenie podlega ogłoszeniu w Dzienniku Urzędowym Rzeczypospolitej Polskiej ""Monitor Polski""."
